python_skill,java_skill,cpp_skill,javascript_skill,html_css_skill,sql_skill,machine_learning_interest,web_development_interest,data_analysis_interest,cybersecurity_interest,statistics_skill,problem_solving,communication_skill,creativity,logical_thinking,teamwork,cloud_computing_interest,networking_skill,debugging_skill,aptitude_score,career_path
5,10,8,4,5,9,7,8,2,4,8,7,9,5,6,7,7,6,3,99,Cybersecurity Engineer
4,4,3,3,9,3,6,6,9,10,1,6,8,9,5,5,6,10,3,98,Cybersecurity Engineer
8,2,0,5,3,9,5,6,7,2,10,5,5,4,3,9,6,8,5,100,Data Analyst
3,5,1,5,6,7,7,1,6,3,10,10,3,4,8,10,3,7,6,78,Data Analyst
1,5,1,10,6,2,7,3,5,5,7,7,6,5,6,7,8,5,6,98,Cybersecurity Engineer
8,7,4,6,5,9,4,4,2,5,2,6,10,8,3,4,6,9,4,94,Full Stack Developer
8,6,5,5,3,4,7,1,2,1,10,4,6,1,5,3,5,10,7,100,AI Engineer
4,6,3,1,3,2,4,6,5,9,3,8,3,10,3,6,6,9,2,71,Cybersecurity Engineer
7,4,9,10,9,2,2,5,4,3,5,6,4,5,9,8,8,9,3,100,Cybersecurity Engineer
7,5,7,4,7,10,8,6,6,6,6,6,8,9,9,1,10,8,2,97,Data Analyst
4,1,7,10,10,1,7,7,6,4,6,7,4,6,8,10,6,6,5,100,Full Stack Developer
6,3,8,6,6,4,9,2,5,9,6,5,4,2,3,7,9,10,5,81,Cybersecurity Engineer
10,4,2,7,7,8,3,5,9,1,10,8,1,7,9,9,1,7,5,100,Data Analyst
2,7,2,4,6,9,2,4,3,6,8,8,2,6,6,7,10,10,4,100,Cybersecurity Engineer
3,4,5,10,8,6,2,8,7,2,3,8,4,10,7,9,4,7,5,100,Full Stack Developer
10,4,5,6,8,5,7,5,7,9,8,7,1,6,7,5,5,8,7,86,Cybersecurity Engineer
5,6,1,6,6,6,3,4,6,4,4,8,7,4,6,0,6,5,6,86,Cybersecurity Engineer
8,3,5,5,4,7,6,6,4,3,9,4,6,5,2,0,4,7,8,54,AI Engineer
4,7,9,4,2,10,6,3,4,6,2,6,4,8,7,4,4,4,4,52,Cybersecurity Engineer
10,2,7,7,4,5,2,6,7,6,5,9,7,8,5,7,7,8,4,100,Cybersecurity Engineer
10,3,3,0,3,3,10,6,3,9,10,4,0,10,4,0,7,10,8,100,AI Engineer
10,0,5,5,5,6,8,7,5,8,10,10,3,5,6,6,8,3,5,54,AI Engineer
5,2,7,8,3,5,7,3,5,10,4,8,4,5,6,2,0,7,6,74,Cybersecurity Engineer
8,2,0,4,5,4,4,2,6,7,8,3,1,0,8,3,7,6,8,89,Data Analyst
5,5,2,6,10,6,7,3,2,5,3,4,3,6,5,10,2,3,2,100,Full Stack Developer
10,3,6,5,6,8,8,1,10,5,7,6,1,7,4,5,5,6,8,100,AI Engineer
6,7,2,8,2,10,5,5,7,0,10,5,5,4,5,5,7,2,8,100,Data Analyst
6,5,6,3,1,10,6,6,6,3,8,8,4,4,10,10,2,0,4,83,Data Analyst
7,5,6,4,4,3,5,4,5,6,3,10,6,3,8,7,3,9,7,100,Cybersecurity Engineer
7,5,1,2,4,5,7,7,10,7,7,6,5,4,9,6,8,4,8,91,AI Engineer
5,2,8,4,4,7,7,7,6,5,7,6,7,8,9,1,8,0,8,96,AI Engineer
8,3,4,4,5,3,1,6,1,8,9,8,5,6,4,7,7,10,5,95,Cybersecurity Engineer
5,3,6,3,5,4,6,5,6,6,5,8,3,7,7,3,2,10,1,97,Cybersecurity Engineer
5,7,1,7,6,3,4,4,4,9,3,5,3,6,8,5,8,6,6,73,Full Stack Developer
6,7,5,4,5,6,7,7,6,9,9,10,6,6,5,2,3,9,7,76,Cybersecurity Engineer
10,3,2,6,5,7,8,9,7,3,10,6,7,6,10,7,7,5,3,84,AI Engineer
0,9,1,5,7,2,5,7,1,10,3,7,9,8,10,5,8,6,9,100,Full Stack Developer
0,5,9,8,10,7,3,10,3,4,4,10,3,10,9,8,7,5,7,100,Full Stack Developer
8,7,3,6,7,9,9,6,2,3,8,7,4,4,7,4,6,1,2,100,AI Engineer
7,3,7,2,9,4,5,10,3,10,5,5,2,6,5,4,4,9,10,96,Cybersecurity Engineer
6,6,2,8,8,4,4,8,5,4,3,6,8,7,6,7,8,6,8,93,Full Stack Developer
4,4,1,6,4,10,5,1,7,2,10,6,10,3,7,6,5,1,5,60,Data Analyst
8,3,5,2,4,5,7,7,10,1,9,4,4,6,6,4,7,4,6,77,AI Engineer
5,0,1,6,1,3,5,7,5,7,6,7,5,4,9,6,5,10,8,100,Cybersecurity Engineer
4,5,3,4,7,5,3,5,7,3,9,3,5,8,8,5,6,2,6,88,Data Analyst
6,6,8,8,6,10,7,6,10,5,10,4,5,4,8,2,7,4,3,100,Data Analyst
9,4,6,7,4,5,10,6,4,5,9,6,6,0,4,3,3,4,3,75,AI Engineer
5,6,3,10,7,5,4,5,8,2,4,8,8,10,6,6,10,6,7,95,Full Stack Developer
6,8,4,9,9,6,10,6,3,2,7,3,8,5,6,10,4,0,10,69,Full Stack Developer
8,4,3,6,3,7,7,6,3,4,8,7,7,2,10,7,7,6,4,100,Data Analyst
4,6,9,5,4,10,7,3,10,4,10,5,7,4,3,5,6,4,3,100,Data Analyst
7,6,3,8,2,6,5,6,3,10,5,6,3,4,5,4,10,9,6,81,Cybersecurity Engineer
8,5,6,5,4,1,4,4,7,5,5,7,4,5,2,9,6,10,5,100,Cybersecurity Engineer
7,0,2,4,4,9,6,6,10,7,9,8,7,4,6,5,5,4,9,100,Data Analyst
5,1,8,8,9,5,0,10,3,5,3,10,10,10,10,6,2,10,7,100,Full Stack Developer
7,6,2,3,9,9,7,4,8,4,8,4,9,9,9,5,7,1,8,100,Data Analyst
4,6,8,6,7,10,3,8,10,4,10,7,5,3,4,5,5,1,7,100,Data Analyst
6,5,6,4,10,5,4,10,3,9,7,7,8,4,3,2,10,1,2,97,Full Stack Developer
10,4,3,2,5,4,6,4,6,5,7,7,7,3,10,5,2,4,6,100,AI Engineer
5,5,2,4,8,8,7,7,6,5,8,4,5,3,6,5,3,0,3,100,Data Analyst
1,0,6,7,6,2,4,3,2,5,4,10,4,4,9,5,5,4,9,100,Cybersecurity Engineer
8,5,6,9,5,1,6,5,3,3,6,5,6,4,8,3,2,8,6,91,Cybersecurity Engineer
4,7,7,0,6,8,7,5,6,6,7,3,3,7,8,5,6,3,8,87,AI Engineer
3,6,7,10,10,5,1,8,3,7,3,3,5,6,7,6,2,10,7,100,Full Stack Developer
5,6,7,9,9,6,8,6,1,2,6,10,5,6,5,4,8,7,7,92,Full Stack Developer
8,8,4,8,10,0,3,9,8,3,0,0,7,4,10,3,5,10,7,55,Full Stack Developer
9,5,4,4,3,10,9,4,4,5,9,10,3,5,7,6,4,4,7,100,AI Engineer
4,5,8,6,3,8,8,6,0,9,10,10,6,6,6,8,6,10,1,61,Cybersecurity Engineer
5,8,3,9,8,7,0,9,6,3,5,4,7,8,2,4,9,10,7,100,Full Stack Developer
2,6,8,9,3,6,8,1,7,2,7,8,0,5,7,7,4,5,6,56,Data Analyst
5,6,7,8,4,5,7,2,3,5,8,5,6,4,4,10,7,6,2,74,Cybersecurity Engineer
5,2,2,8,9,5,4,10,4,3,0,10,3,6,7,5,9,7,7,100,Full Stack Developer
4,4,5,10,5,5,7,9,6,3,5,5,8,3,3,3,6,3,10,100,Data Analyst
7,7,2,6,5,7,2,7,6,3,8,5,6,7,6,3,5,9,10,97,Cybersecurity Engineer
5,4,6,7,6,6,2,5,7,7,4,8,6,4,7,6,8,7,9,86,Cybersecurity Engineer
6,7,7,7,3,4,6,9,2,10,9,8,4,6,4,9,8,5,4,94,Cybersecurity Engineer
5,8,3,7,4,6,6,4,3,6,10,7,5,9,7,6,10,8,3,94,Data Analyst
6,4,5,5,5,8,9,5,6,0,10,7,9,3,4,4,5,7,5,100,AI Engineer
4,7,7,0,7,6,7,4,9,5,10,8,6,4,7,5,5,4,2,100,Data Analyst
5,3,7,3,3,6,3,6,8,1,9,7,6,8,7,7,5,8,8,100,Data Analyst
7,5,6,9,8,7,3,8,4,4,7,6,6,2,6,6,7,2,9,100,Full Stack Developer
8,3,2,1,4,7,5,3,10,6,7,5,7,4,7,6,4,7,6,62,Data Analyst
2,7,8,10,10,4,8,8,1,6,7,10,10,10,6,7,3,5,10,57,Full Stack Developer
5,5,8,8,4,4,7,5,4,3,8,3,8,6,6,3,3,8,6,100,AI Engineer
1,5,5,10,8,9,5,9,5,8,0,5,6,5,8,8,5,5,10,100,Full Stack Developer
8,5,4,3,5,9,5,6,6,7,10,6,6,4,6,5,2,3,7,92,AI Engineer
5,2,5,4,7,2,5,4,3,9,6,9,5,0,4,4,0,6,9,72,Cybersecurity Engineer
10,8,7,10,10,8,5,6,6,4,6,6,7,1,8,7,10,4,4,96,Full Stack Developer
7,5,0,10,5,8,0,8,4,6,0,8,8,8,8,7,5,4,8,100,Full Stack Developer
8,5,4,5,5,10,4,5,7,10,9,9,10,5,2,8,5,3,10,73,Data Analyst
1,0,3,5,7,3,6,5,3,5,4,5,3,5,4,6,6,10,8,100,Cybersecurity Engineer
9,1,7,7,6,6,2,9,7,4,10,7,8,1,7,7,5,10,7,34,Full Stack Developer
8,8,3,5,3,7,6,6,9,10,10,6,5,3,9,4,7,9,4,100,AI Engineer
3,3,7,2,5,1,9,2,3,4,4,8,5,3,7,7,8,10,6,74,Cybersecurity Engineer
10,7,8,4,7,1,9,2,4,2,7,4,5,4,7,3,4,1,5,87,AI Engineer
5,4,5,10,8,7,4,6,4,2,6,7,3,7,4,8,3,10,7,100,Full Stack Developer
7,7,5,4,0,10,5,4,8,7,10,4,5,4,5,7,3,1,7,95,Data Analyst
3,3,4,3,10,4,3,10,4,3,6,9,3,8,4,9,6,3,10,100,Full Stack Developer
5,5,7,7,4,3,4,3,4,10,9,8,4,8,6,6,6,9,2,62,Cybersecurity Engineer
6,7,5,4,7,10,6,0,5,10,7,5,5,4,7,6,5,7,4,74,Cybersecurity Engineer
3,7,10,8,9,3,5,6,6,6,2,7,2,7,5,6,5,4,7,100,Full Stack Developer
1,3,7,3,4,7,4,2,8,4,10,3,3,5,10,6,6,6,6,100,Data Analyst
6,6,5,5,9,9,2,7,5,10,8,5,6,5,9,3,6,10,9,100,Cybersecurity Engineer
5,1,6,5,1,10,7,4,6,9,5,8,9,5,5,4,6,8,4,100,AI Engineer
5,0,6,7,3,9,5,1,6,4,7,9,4,4,5,8,2,7,7,77,Data Analyst
2,2,6,4,6,9,6,5,7,2,10,6,4,10,8,7,7,4,8,97,AI Engineer
8,7,0,6,3,7,4,6,3,6,2,8,7,5,6,6,1,7,9,98,Full Stack Developer
6,1,5,10,10,5,4,10,6,4,3,9,9,9,8,5,2,10,10,98,Full Stack Developer
7,7,8,4,3,0,8,2,4,6,7,7,3,2,8,4,4,7,6,100,Cybersecurity Engineer
7,4,7,3,6,7,9,6,7,7,10,8,6,6,10,3,4,5,9,100,AI Engineer
6,3,1,6,4,6,5,1,4,7,6,7,5,4,6,2,8,7,8,100,AI Engineer
8,4,5,2,6,6,3,1,7,7,4,8,6,4,9,4,7,10,2,100,Cybersecurity Engineer
8,6,5,7,4,6,3,2,9,7,4,6,1,3,9,2,1,3,1,62,Data Analyst
5,8,3,8,10,8,3,8,4,3,2,6,7,6,8,8,8,0,10,100,Full Stack Developer
7,5,5,5,8,4,7,7,5,5,7,9,8,5,3,4,6,9,8,100,Cybersecurity Engineer
4,6,3,7,7,8,7,8,5,8,10,5,3,7,6,10,7,8,8,87,Cybersecurity Engineer
6,4,7,7,8,7,4,7,5,5,10,4,2,2,7,6,1,10,6,85,Data Analyst
10,2,5,7,4,3,8,1,4,5,10,4,3,4,5,9,4,3,10,100,AI Engineer
3,6,7,9,8,3,4,9,5,4,2,5,7,2,8,5,9,7,4,100,Full Stack Developer
9,6,6,7,8,10,7,4,3,4,3,3,6,5,7,7,5,0,10,100,Full Stack Developer
4,3,9,3,10,7,2,6,4,6,6,7,7,7,7,10,7,5,8,100,Full Stack Developer
3,3,4,10,9,8,2,6,4,3,4,3,5,8,9,7,6,3,8,83,Full Stack Developer
3,10,3,8,10,6,4,9,6,1,0,5,8,5,7,7,2,5,8,85,Full Stack Developer
8,4,4,3,2,1,6,2,5,5,7,10,3,4,8,6,6,8,4,100,Cybersecurity Engineer
8,3,3,1,8,8,6,3,6,3,9,4,6,6,10,4,5,1,8,100,AI Engineer
6,3,6,5,0,6,8,5,2,8,6,6,7,3,9,3,6,6,5,100,Cybersecurity Engineer
10,2,3,3,5,7,1,8,9,6,6,7,3,8,7,3,6,8,8,76,Data Analyst
5,2,6,9,7,4,7,7,4,4,4,4,9,10,10,6,6,7,7,100,Full Stack Developer
3,3,6,7,7,8,4,5,4,10,6,6,5,6,8,6,4,6,10,95,Full Stack Developer
5,7,3,5,7,8,5,6,9,5,5,4,5,6,6,5,6,4,5,94,AI Engineer
3,4,10,7,7,2,7,7,2,2,0,2,4,6,0,7,6,1,6,100,Full Stack Developer
10,6,8,7,9,4,1,10,6,5,6,5,6,6,7,8,5,4,5,86,Full Stack Developer
10,6,9,7,4,5,3,4,5,10,9,5,4,10,7,9,5,9,7,100,Cybersecurity Engineer
6,3,0,5,3,3,10,7,5,0,10,3,6,7,5,3,1,6,10,78,Data Analyst
6,7,4,4,7,7,9,7,8,0,8,5,8,8,5,3,2,6,9,100,Data Analyst
3,2,6,5,3,10,3,2,10,6,8,7,6,1,6,5,7,0,6,100,Data Analyst
6,4,5,3,6,3,6,7,3,7,9,6,2,3,5,4,7,4,6,93,AI Engineer
8,9,4,7,7,5,7,6,6,4,8,5,2,10,10,5,1,6,6,100,Data Analyst
7,3,1,4,7,3,5,6,0,6,6,6,3,1,7,3,4,7,8,88,Cybersecurity Engineer
7,4,3,7,5,5,9,6,0,3,6,8,4,6,2,4,8,8,8,81,AI Engineer
4,2,5,4,6,5,6,4,2,3,10,7,4,8,7,5,10,8,9,100,Cybersecurity Engineer
7,8,6,6,10,9,7,10,7,6,4,8,7,9,6,8,8,6,5,100,Full Stack Developer
3,5,5,10,10,5,7,7,4,3,3,5,6,9,9,9,7,5,7,100,Full Stack Developer
9,3,5,5,3,7,6,6,5,4,5,8,6,3,10,6,2,2,9,89,AI Engineer
5,7,5,10,10,6,6,7,5,5,1,6,4,4,3,6,4,6,9,100,Full Stack Developer
8,0,7,8,5,4,5,0,3,5,3,9,6,8,8,2,7,5,6,97,Cybersecurity Engineer
10,2,6,6,2,8,10,1,5,4,7,3,6,10,6,8,4,5,7,100,AI Engineer
4,5,8,3,3,10,8,6,7,5,4,6,3,0,9,5,0,7,10,100,Data Analyst
4,3,6,6,7,4,2,7,2,5,6,6,5,5,6,5,7,9,5,100,Cybersecurity Engineer
6,7,3,5,6,2,7,0,5,5,10,5,6,2,6,10,9,4,5,86,AI Engineer
9,7,4,10,9,7,9,10,5,5,8,8,6,9,10,4,8,6,5,72,Full Stack Developer
1,8,6,2,3,7,8,8,4,5,10,7,8,3,7,3,5,5,2,100,AI Engineer
6,3,10,3,2,7,4,5,6,2,8,9,3,2,6,6,9,7,2,69,Data Analyst
5,2,5,7,6,3,6,7,6,0,7,6,8,10,6,10,0,4,1,92,Full Stack Developer
3,3,1,2,8,7,3,5,6,5,6,6,6,2,7,9,7,2,4,100,Data Analyst
8,1,8,6,4,3,8,2,8,2,10,6,2,5,8,3,4,3,6,88,AI Engineer
8,5,1,2,4,7,4,5,2,4,10,8,3,2,5,3,2,0,5,100,Data Analyst
6,5,4,6,8,5,7,4,8,1,4,9,7,6,8,7,6,6,8,100,Cybersecurity Engineer
7,6,6,6,4,5,10,6,6,4,10,5,9,6,8,6,6,7,6,100,Data Analyst
4,7,4,10,9,4,4,5,6,2,2,3,4,3,5,9,8,8,6,54,Full Stack Developer
8,6,2,8,6,3,0,2,8,7,8,10,2,3,7,7,8,7,6,100,Cybersecurity Engineer
6,2,4,7,6,3,2,5,7,2,2,4,8,5,5,6,1,5,8,100,Full Stack Developer
5,3,3,10,9,8,6,6,6,0,9,5,6,3,6,5,7,0,9,65,AI Engineer
4,4,4,6,7,5,4,7,3,0,5,7,6,7,5,6,8,7,5,97,Full Stack Developer
7,7,6,9,7,7,4,3,5,5,10,7,9,2,7,4,2,3,2,85,AI Engineer
8,3,5,9,6,4,2,5,5,10,6,4,3,2,4,5,6,7,3,76,Cybersecurity Engineer
2,9,7,10,0,7,3,8,6,1,10,4,6,6,10,10,3,7,7,68,AI Engineer
4,4,3,5,3,5,2,2,6,10,7,6,9,7,9,3,10,10,8,90,Cybersecurity Engineer
7,7,10,4,0,10,3,6,10,5,6,5,2,4,3,1,7,1,5,81,Data Analyst
6,2,4,5,4,3,5,4,2,5,5,8,5,5,4,10,6,3,4,99,Cybersecurity Engineer
7,10,4,8,6,6,6,4,3,3,2,6,10,5,7,3,4,6,9,92,Full Stack Developer
8,5,5,10,9,9,5,9,2,1,7,10,7,4,8,5,1,7,3,100,Full Stack Developer
6,7,8,2,3,7,9,4,3,2,7,9,8,4,3,3,8,1,10,99,AI Engineer
2,1,4,4,4,6,9,5,5,1,6,4,7,6,4,3,7,6,10,100,Data Analyst
3,5,2,4,2,6,5,2,7,0,9,3,8,3,8,5,3,10,4,100,Data Analyst
8,7,3,2,2,9,4,4,5,6,6,9,5,7,9,2,9,10,3,82,Cybersecurity Engineer
9,4,4,5,3,9,6,3,10,5,7,8,9,0,8,5,7,5,6,100,Data Analyst
5,5,6,6,8,6,9,10,8,7,10,7,3,5,7,6,7,2,9,100,AI Engineer
9,5,5,5,4,7,4,7,6,2,10,2,8,5,9,6,2,6,3,100,Data Analyst
9,3,3,6,2,8,6,5,7,7,9,5,6,3,9,3,4,4,6,100,Data Analyst
7,9,3,10,5,7,7,7,7,2,6,9,7,6,5,4,10,4,10,88,Full Stack Developer
0,1,6,6,8,7,8,1,2,10,7,7,4,8,6,8,6,5,6,100,Cybersecurity Engineer
6,4,4,3,3,8,1,5,6,0,7,7,8,0,10,4,7,6,4,100,AI Engineer
7,6,3,9,5,4,6,4,3,3,5,7,9,6,5,8,4,2,7,78,Full Stack Developer
5,2,9,10,9,8,6,5,7,7,3,3,4,7,3,5,6,5,5,99,Full Stack Developer
7,4,4,10,10,5,1,6,4,6,7,9,9,4,5,1,6,4,2,100,Full Stack Developer
7,9,2,5,7,6,5,3,9,5,8,3,9,5,9,5,2,1,5,100,Data Analyst
8,7,4,4,5,10,7,4,4,8,3,8,8,8,7,2,4,9,8,97,Cybersecurity Engineer
8,4,3,6,1,1,10,6,7,1,10,9,2,8,8,3,4,0,6,98,AI Engineer
6,4,4,4,3,10,4,0,2,3,4,1,4,5,6,5,10,7,7,100,Cybersecurity Engineer
5,9,6,6,5,6,3,4,4,7,2,8,6,5,4,7,3,10,3,79,Cybersecurity Engineer
7,7,5,10,5,6,1,3,0,8,2,3,7,6,8,10,1,7,2,69,Full Stack Developer
7,1,8,6,1,7,10,6,10,4,8,8,5,7,5,8,7,1,0,100,Data Analyst
4,7,10,5,3,3,3,3,6,7,6,6,7,4,5,4,8,7,9,100,Cybersecurity Engineer
6,8,4,8,10,4,3,10,3,3,5,1,8,7,3,2,3,2,8,100,Full Stack Developer
6,10,5,3,5,7,5,1,7,10,5,1,10,4,4,0,4,10,9,81,Cybersecurity Engineer
2,6,0,2,9,8,4,3,8,4,10,1,6,3,6,6,4,4,4,100,Data Analyst
5,6,4,3,1,9,7,6,10,6,7,3,6,6,10,5,1,3,3,100,Data Analyst
6,6,1,6,3,6,9,4,7,3,6,10,7,9,9,3,10,5,9,100,Cybersecurity Engineer
8,8,7,1,3,8,7,3,7,6,10,6,3,8,8,5,8,4,4,77,AI Engineer
7,3,6,7,4,3,6,8,7,4,0,6,2,6,8,4,5,3,4,94,Full Stack Developer
6,5,3,3,4,8,4,5,6,9,7,7,0,2,5,2,5,10,5,78,Cybersecurity Engineer
5,5,7,4,4,2,9,5,6,3,10,7,5,5,7,8,7,4,8,100,AI Engineer
4,7,2,3,1,10,5,7,2,10,0,4,6,9,5,2,3,5,10,100,Cybersecurity Engineer
10,5,6,1,2,5,10,3,7,6,8,6,6,6,2,7,2,10,8,100,Cybersecurity Engineer
6,2,3,4,8,5,7,3,5,10,5,5,4,5,6,7,9,10,7,100,Cybersecurity Engineer
7,5,4,10,8,1,1,7,1,7,5,9,8,8,10,10,10,4,10,66,Full Stack Developer
8,7,8,6,7,9,6,10,10,7,5,4,3,7,6,4,10,4,9,100,Data Analyst
10,4,10,0,8,6,10,4,4,5,6,7,5,7,10,5,7,3,4,100,AI Engineer
1,2,6,6,4,6,7,3,5,3,9,4,8,6,9,6,8,8,3,74,Data Analyst
7,7,10,10,9,3,4,9,8,4,5,3,5,5,2,9,7,3,8,79,Full Stack Developer
9,3,10,8,6,8,10,5,4,7,10,7,3,0,7,7,4,8,4,64,AI Engineer
6,10,7,8,7,10,7,4,2,5,6,4,1,4,9,7,8,7,5,80,Full Stack Developer
8,4,9,10,9,3,6,7,1,4,7,8,6,8,10,8,2,4,6,92,Full Stack Developer
3,2,3,5,6,3,9,1,9,4,2,1,2,8,2,8,1,0,8,93,Data Analyst
5,6,4,6,2,9,4,5,8,5,9,5,6,5,3,3,4,5,0,100,Data Analyst
5,7,1,0,5,6,5,5,6,2,8,7,6,7,8,3,0,7,3,100,Cybersecurity Engineer
6,4,3,8,6,5,10,4,10,4,8,9,5,8,4,5,5,7,6,95,Data Analyst
6,7,1,7,3,8,9,6,8,6,10,4,4,6,2,6,8,6,5,62,Data Analyst
6,7,3,10,9,5,4,9,8,3,3,5,10,10,4,10,4,7,6,100,Full Stack Developer
3,3,5,9,10,6,5,5,4,4,4,5,6,8,8,1,8,1,8,100,Full Stack Developer
5,2,5,5,4,9,8,3,10,1,10,6,7,7,5,8,5,8,7,90,Data Analyst
7,8,5,5,5,7,9,5,5,6,5,6,4,7,6,2,10,4,5,71,Cybersecurity Engineer
9,0,5,4,0,8,8,5,7,1,8,7,4,0,6,5,7,6,8,100,AI Engineer
9,2,8,0,7,6,5,6,2,4,6,6,4,3,7,3,6,1,6,100,AI Engineer
2,8,7,3,3,1,5,5,3,7,4,8,4,2,7,5,5,7,8,93,Cybersecurity Engineer
1,6,6,5,5,7,3,5,7,4,10,7,3,3,6,6,6,3,3,100,Data Analyst
5,7,7,3,4,7,6,7,8,4,8,10,5,4,4,4,7,0,5,87,AI Engineer
7,7,7,8,8,1,6,6,4,7,6,8,8,9,2,5,6,3,6,67,Full Stack Developer
8,5,6,8,1,5,5,7,8,4,8,10,2,3,0,6,7,5,8,70,Data Analyst
7,4,4,8,7,5,7,3,4,3,7,4,2,3,3,2,6,1,3,100,Data Analyst
4,5,3,9,4,10,7,6,7,5,10,3,5,9,7,5,10,3,6,97,Data Analyst
6,4,8,7,3,3,8,9,2,6,10,6,10,5,7,2,1,8,7,100,Cybersecurity Engineer
6,4,4,3,4,6,8,6,10,5,10,6,5,5,6,10,4,7,2,100,AI Engineer
6,5,6,9,5,7,5,2,5,4,10,5,2,5,9,4,6,4,5,100,Data Analyst
10,2,9,3,4,6,5,5,2,3,10,5,6,6,9,1,7,5,6,100,AI Engineer
6,4,7,10,7,7,3,6,5,8,8,6,6,8,10,3,7,5,5,100,Full Stack Developer
5,5,6,2,2,5,4,0,9,9,9,7,5,8,5,7,6,8,1,85,Cybersecurity Engineer
8,3,6,1,8,9,6,3,8,8,10,10,4,3,5,7,5,3,8,100,AI Engineer
3,9,3,8,6,2,2,7,6,3,1,5,7,5,5,4,9,3,7,100,Full Stack Developer
5,5,4,7,6,0,8,5,4,9,3,6,6,6,6,5,5,9,10,64,Cybersecurity Engineer
7,8,7,9,10,5,8,10,2,4,5,6,9,2,9,8,2,5,5,100,Full Stack Developer
9,9,3,3,4,7,5,7,6,9,9,6,10,6,4,3,3,4,8,50,Data Analyst
7,4,6,7,3,3,4,6,4,6,4,5,3,3,10,7,4,5,3,100,Cybersecurity Engineer
3,3,6,5,9,6,1,5,8,6,4,4,1,10,6,10,7,7,9,100,Full Stack Developer
4,3,6,10,10,1,2,10,9,4,4,8,7,4,4,4,10,8,5,100,Full Stack Developer
10,6,5,6,3,5,10,5,5,8,7,6,9,5,9,2,5,7,7,100,AI Engineer
3,4,5,7,6,9,4,6,6,2,8,4,6,4,3,6,7,4,9,100,AI Engineer
2,3,7,3,5,8,8,5,6,6,10,7,6,10,3,6,5,7,5,100,Data Analyst
3,1,3,1,2,8,6,6,9,5,7,7,9,6,5,6,8,2,6,100,Data Analyst
5,4,4,5,5,7,6,6,4,8,3,7,2,9,9,5,6,10,6,100,Cybersecurity Engineer
7,3,6,5,9,9,3,3,5,5,10,5,6,6,10,5,8,3,8,84,Data Analyst
4,3,6,3,7,7,4,4,3,9,5,10,8,6,8,7,3,6,6,69,Cybersecurity Engineer
7,8,10,3,4,9,4,6,10,8,10,5,1,4,3,2,4,4,4,100,Data Analyst
4,5,3,9,10,8,4,8,4,3,2,9,5,9,6,1,6,6,8,100,Full Stack Developer
6,7,5,4,4,4,6,5,7,3,10,6,5,2,7,5,5,4,1,91,AI Engineer
8,3,6,5,5,3,4,3,3,7,5,6,7,7,10,5,10,5,3,84,Cybersecurity Engineer
7,4,2,0,3,6,7,0,8,7,10,4,5,2,9,6,1,3,6,100,AI Engineer
5,6,8,10,8,7,4,5,5,6,3,4,5,5,8,4,5,6,7,100,Full Stack Developer
5,6,5,10,7,6,3,6,3,3,4,5,8,5,4,4,5,10,6,100,Full Stack Developer
9,8,3,5,6,6,0,5,8,10,1,5,7,5,6,7,5,8,7,100,Cybersecurity Engineer
5,2,5,6,5,8,4,6,6,8,8,5,3,7,10,7,9,4,5,67,Data Analyst
7,10,3,10,10,5,5,5,5,3,5,8,5,7,5,4,6,4,5,74,Full Stack Developer
8,3,7,5,10,5,5,5,0,4,4,4,2,0,7,4,5,6,9,99,Full Stack Developer
4,6,10,1,2,6,7,1,6,1,10,4,8,5,6,6,3,4,9,69,AI Engineer
6,6,7,6,0,9,10,5,8,3,9,3,4,5,7,5,7,2,8,87,Data Analyst
5,8,10,0,5,10,7,10,6,5,7,6,6,10,10,9,3,7,5,100,Data Analyst
5,1,3,0,5,6,4,5,9,5,5,7,6,4,6,5,6,9,6,100,AI Engineer
10,4,3,7,3,7,6,3,9,8,8,0,4,5,6,5,5,5,2,100,AI Engineer
9,8,3,0,8,7,5,4,5,5,7,4,3,5,0,8,5,1,4,100,Data Analyst
6,0,6,1,0,9,4,6,7,3,10,5,6,4,4,3,3,7,4,82,Data Analyst
3,4,5,3,4,8,3,7,7,10,7,7,6,4,10,5,7,10,7,76,Cybersecurity Engineer
3,5,5,10,10,0,7,10,2,2,8,3,8,4,6,4,7,7,2,100,Full Stack Developer
8,3,4,10,10,6,2,6,5,2,5,3,5,8,5,5,5,8,2,100,Full Stack Developer
10,5,8,1,9,9,7,0,4,2,10,5,4,4,1,6,5,5,6,88,Data Analyst
7,4,7,1,3,3,5,5,8,10,4,8,3,4,2,6,4,6,5,100,Cybersecurity Engineer
6,5,5,2,1,8,5,4,4,8,10,1,3,5,9,6,3,9,5,70,AI Engineer
6,6,6,10,10,8,6,10,6,9,3,6,4,9,6,8,9,8,6,77,Full Stack Developer
10,4,4,3,6,6,6,0,10,1,10,10,4,4,3,1,6,8,5,85,AI Engineer
3,6,5,7,1,5,7,4,6,8,4,3,5,10,7,4,6,7,4,100,Cybersecurity Engineer
7,10,4,4,1,4,9,5,6,7,10,6,1,6,7,5,5,6,7,100,AI Engineer
2,1,7,6,6,3,6,6,1,1,5,7,8,5,4,10,7,5,2,100,Full Stack Developer
8,5,5,8,10,3,7,5,5,0,0,4,3,8,7,10,7,4,8,83,Full Stack Developer
